"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Time (s) Run #11","Position (m) Run #11","Velocity (m/s) Run #11","Acceleration (m/s²) Run #11","Time (s) Run #12","Position (m) Run #12","Velocity (m/s) Run #12","Acceleration (m/s²) Run #12","Time (s) Run #13","Position (m) Run #13","Velocity (m/s) Run #13","Acceleration (m/s²) Run #13","Time (s) Run #14","Position (m) Run #14","Velocity (m/s) Run #14","Acceleration (m/s²) Run #14","Time (s) Run #15","Position (m) Run #15","Velocity (m/s) Run #15","Acceleration (m/s²) Run #15","Time (s) Run #16","Position (m) Run #16","Velocity (m/s) Run #16","Acceleration (m/s²) Run #16","Time (s) Run #17","Position (m) Run #17","Velocity (m/s) Run #17","Acceleration (m/s²) Run #17","Time (s) Run #18","Position (m) Run #18","Velocity (m/s) Run #18","Acceleration (m/s²) Run #18","Time (s) Run #19","Position (m) Run #19","Velocity (m/s) Run #19","Acceleration (m/s²) Run #19","Time (s) Run #20","Position (m) Run #20","Velocity (m/s) Run #20","Acceleration (m/s²) Run #20"
18.040,0.30,0.13,-0.14,18.040,0.27,0.12,0.49,18.040,0.30,-0.14,-0.04,18.040,0.33,0.09,-0.58,18.040,0.27,0.12,0.43,18.040,0.31,-0.13,-0.20,18.040,0.33,-0.07,-0.62,18.040,0.33,0.03,-0.67,18.040,0.26,-0.04,0.64,18.040,0.30,0.15,-0.05,18.040,0.31,0.12,-0.20,18.040,0.27,-0.03,0.62,18.040,0.33,0.02,-0.61,18.040,0.33,0.03,-0.69,18.040,0.28,-0.14,0.27,18.040,0.31,-0.13,-0.22,18.040,0.33,0.10,-0.57,18.040,0.29,-0.14,0.08,18.040,0.31,0.14,-0.23,18.040,0.33,0.07,-0.60
18.080,0.31,0.12,-0.24,18.080,0.28,0.13,0.38,18.080,0.29,-0.13,0.07,18.080,0.33,0.07,-0.64,18.080,0.28,0.14,0.33,18.080,0.30,-0.13,-0.10,18.080,0.33,-0.09,-0.55,18.080,0.33,0.00,-0.68,18.080,0.26,-0.01,0.67,18.080,0.31,0.15,-0.17,18.080,0.31,0.11,-0.30,18.080,0.26,-0.01,0.63,18.080,0.33,-0.01,-0.61,18.080,0.33,-7.44E-4,-0.71,18.080,0.28,-0.12,0.37,18.080,0.30,-0.14,-0.12,18.080,0.33,0.07,-0.64,18.080,0.29,-0.13,0.19,18.080,0.31,0.13,-0.33,18.080,0.33,0.04,-0.65
18.120,0.31,0.11,-0.33,18.120,0.28,0.15,0.27,18.120,0.29,-0.13,0.17,18.120,0.33,0.04,-0.68,18.120,0.29,0.15,0.22,18.120,0.30,-0.13,0.01,18.120,0.32,-0.11,-0.47,18.120,0.33,-0.03,-0.67,18.120,0.26,0.01,0.66,18.120,0.31,0.14,-0.29,18.120,0.32,0.09,-0.38,18.120,0.27,0.02,0.62,18.120,0.33,-0.03,-0.60,18.120,0.33,-0.03,-0.69,18.120,0.27,-0.11,0.45,18.120,0.30,-0.14,-0.02,18.120,0.33,0.05,-0.68,18.120,0.28,-0.12,0.29,18.120,0.32,0.11,-0.43,18.120,0.33,0.02,-0.68
18.160,0.32,0.09,-0.41,18.160,0.29,0.15,0.15,18.160,0.28,-0.12,0.26,18.160,0.33,0.01,-0.70,18.160,0.29,0.15,0.10,18.160,0.29,-0.13,0.12,18.160,0.32,-0.13,-0.37,18.160,0.33,-0.05,-0.63,18.160,0.26,0.04,0.62,18.160,0.32,0.12,-0.40,18.160,0.32,0.07,-0.44,18.160,0.27,0.04,0.59,18.160,0.33,-0.05,-0.57,18.160,0.33,-0.06,-0.65,18.160,0.27,-0.09,0.53,18.160,0.29,-0.14,0.09,18.160,0.33,0.02,-0.70,18.160,0.28,-0.11,0.38,18.160,0.32,0.09,-0.51,18.160,0.33,-0.01,-0.68
18.200,0.32,0.08,-0.48,18.200,0.29,0.16,0.03,18.200,0.28,-0.11,0.35,18.200,0.33,-0.02,-0.70,18.200,0.30,0.16,-0.03,18.200,0.29,-0.12,0.21,18.200,0.31,-0.14,-0.26,18.200,0.33,-0.08,-0.58,18.200,0.27,0.06,0.58,18.200,0.32,0.11,-0.49,18.200,0.32,0.06,-0.48,18.200,0.27,0.07,0.54,18.200,0.32,-0.08,-0.52,18.200,0.33,-0.08,-0.60,18.200,0.27,-0.06,0.58,18.200,0.29,-0.14,0.21,18.200,0.33,-0.01,-0.71,18.200,0.27,-0.09,0.46,18.200,0.33,0.07,-0.58,18.200,0.33,-0.04,-0.65
18.240,0.32,0.06,-0.52,18.240,0.30,0.16,-0.09,18.240,0.27,-0.09,0.43,18.240,0.33,-0.05,-0.66,18.240,0.30,0.15,-0.15,18.240,0.28,-0.11,0.30,18.240,0.30,-0.15,-0.14,18.240,0.32,-0.10,-0.51,18.240,0.27,0.09,0.52,18.240,0.33,0.09,-0.56,18.240,0.32,0.04,-0.52,18.240,0.27,0.09,0.48,18.240,0.32,-0.10,-0.44,18.240,0.32,-0.10,-0.52,18.240,0.27,-0.04,0.62,18.240,0.28,-0.13,0.33,18.240,0.33,-0.04,-0.69,18.240,0.27,-0.07,0.52,18.240,0.33,0.05,-0.63,18.240,0.33,-0.06,-0.60
18.280,0.33,0.03,-0.55,18.280,0.31,0.15,-0.21,18.280,0.27,-0.07,0.51,18.280,0.33,-0.07,-0.61,18.280,0.31,0.14,-0.27,18.280,0.28,-0.10,0.39,18.280,0.30,-0.16,-0.02,18.280,0.32,-0.12,-0.42,18.280,0.27,0.11,0.45,18.280,0.33,0.06,-0.62,18.280,0.32,0.01,-0.54,18.280,0.28,0.10,0.41,18.280,0.32,-0.11,-0.36,18.280,0.32,-0.12,-0.43,18.280,0.26,-0.01,0.65,18.280,0.28,-0.11,0.42,18.280,0.33,-0.07,-0.65,18.280,0.27,-0.05,0.57,18.280,0.33,0.02,-0.65,18.280,0.33,-0.09,-0.54
18.320,0.33,0.01,-0.56,18.320,0.31,0.14,-0.33,18.320,0.27,-0.05,0.56,18.320,0.33,-0.09,-0.54,18.320,0.32,0.13,-0.38,18.320,0.27,-0.08,0.47,18.320,0.29,-0.15,0.10,18.320,0.31,-0.13,-0.32,18.320,0.28,0.12,0.36,18.320,0.33,0.04,-0.65,18.320,0.32,-0.01,-0.54,18.320,0.28,0.12,0.32,18.320,0.31,-0.13,-0.26,18.320,0.31,-0.14,-0.31,18.320,0.26,0.01,0.65,18.320,0.27,-0.09,0.49,18.320,0.33,-0.09,-0.58,18.320,0.27,-0.02,0.60,18.320,0.33,-0.01,-0.65,18.320,0.32,-0.11,-0.47
18.360,0.33,-0.01,-0.57,18.360,0.32,0.12,-0.44,18.360,0.27,-0.03,0.59,18.360,0.32,-0.12,-0.46,18.360,0.32,0.11,-0.48,18.360,0.27,-0.06,0.53,18.360,0.29,-0.15,0.22,18.360,0.31,-0.14,-0.21,18.360,0.28,0.14,0.25,18.360,0.33,0.01,-0.66,18.360,0.32,-0.03,-0.52,18.360,0.29,0.13,0.22,18.360,0.31,-0.13,-0.16,18.360,0.31,-0.15,-0.20,18.360,0.27,0.04,0.62,18.360,0.27,-0.07,0.55,18.360,0.32,-0.11,-0.50,18.360,0.27,9.45E-4,0.62,18.360,0.33,-0.03,-0.63,18.360,0.32,-0.13,-0.38
18.400,0.33,-0.03,-0.57,18.400,0.32,0.10,-0.53,18.400,0.27,0.00,0.60,18.400,0.32,-0.13,-0.37,18.400,0.33,0.09,-0.55,18.400,0.27,-0.04,0.57,18.400,0.28,-0.14,0.35,18.400,0.30,-0.15,-0.10,18.400,0.29,0.14,0.15,18.400,0.33,-0.02,-0.66,18.400,0.32,-0.05,-0.48,18.400,0.29,0.14,0.11,18.400,0.30,-0.14,-0.05,18.400,0.30,-0.15,-0.08,18.400,0.27,0.06,0.58,18.400,0.27,-0.05,0.59,18.400,0.32,-0.13,-0.40,18.400,0.27,0.03,0.60,18.400,0.33,-0.06,-0.60,18.400,0.31,-0.14,-0.27
18.440,0.32,-0.06,-0.53,18.440,0.33,0.08,-0.59,18.440,0.27,0.02,0.59,18.440,0.31,-0.14,-0.26,18.440,0.33,0.07,-0.60,18.440,0.27,-0.02,0.58,18.440,0.27,-0.12,0.45,18.440,0.30,-0.15,0.03,18.440,0.30,0.15,0.03,18.440,0.33,-0.04,-0.63,18.440,0.32,-0.07,-0.44,18.440,0.30,0.14,0.00,18.440,0.29,-0.14,0.06,18.440,0.30,-0.16,0.03,18.440,0.27,0.09,0.52,18.440,0.27,-0.02,0.63,18.440,0.31,-0.15,-0.29,18.440,0.27,0.05,0.57,18.440,0.32,-0.08,-0.55,18.440,0.31,-0.15,-0.16
18.480,0.32,-0.08,-0.47,18.480,0.33,0.06,-0.64,18.480,0.27,0.04,0.56,18.480,0.30,-0.15,-0.14,18.480,0.33,0.04,-0.64,18.480,0.27,0.01,0.58,18.480,0.27,-0.10,0.54,18.480,0.29,-0.15,0.15,18.480,0.30,0.15,-0.09,18.480,0.33,-0.07,-0.59,18.480,0.32,-0.08,-0.38,18.480,0.30,0.14,-0.11,18.480,0.29,-0.13,0.17,18.480,0.29,-0.15,0.16,18.480,0.27,0.11,0.45,18.480,0.26,0.00,0.64,18.480,0.31,-0.16,-0.17,18.480,0.27,0.07,0.51,18.480,0.32,-0.10,-0.47,18.480,0.30,-0.15,-0.03
18.520,0.32,-0.10,-0.39,18.520,0.33,0.03,-0.68,18.520,0.27,0.07,0.51,18.520,0.30,-0.16,-0.01,18.520,0.33,0.02,-0.67,18.520,0.27,0.03,0.57,18.520,0.27,-0.08,0.60,18.520,0.28,-0.14,0.26,18.520,0.31,0.14,-0.21,18.520,0.32,-0.09,-0.52,18.520,0.31,-0.10,-0.31,18.520,0.31,0.13,-0.21,18.520,0.28,-0.12,0.26,18.520,0.28,-0.14,0.29,18.520,0.28,0.12,0.35,18.520,0.27,0.03,0.63,18.520,0.30,-0.16,-0.04,18.520,0.27,0.09,0.43,18.520,0.32,-0.12,-0.38,18.520,0.29,-0.15,0.09
18.560,0.31,-0.11,-0.31,18.560,0.33,0.00,-0.70,18.560,0.27,0.08,0.45,18.560,0.29,-0.15,0.11,18.560,0.33,-0.01,-0.68,18.560,0.27,0.05,0.53,18.560,0.26,-0.05,0.65,18.560,0.28,-0.13,0.36,18.560,0.31,0.13,-0.31,18.560,0.32,-0.11,-0.44,18.560,0.31,-0.11,-0.23,18.560,0.31,0.12,-0.32,18.560,0.28,-0.11,0.36,18.560,0.28,-0.13,0.40,18.560,0.28,0.14,0.24,18.560,0.27,0.05,0.59,18.560,0.29,-0.16,0.09,18.560,0.28,0.11,0.36,18.560,0.31,-0.13,-0.27,18.560,0.29,-0.14,0.21
18.600,0.31,-0.12,-0.22,18.600,0.33,-0.03,-0.69,18.600,0.28,0.10,0.39,18.600,0.29,-0.15,0.24,18.600,0.33,-0.04,-0.66,18.600,0.27,0.07,0.48,18.600,0.26,-0.02,0.67,18.600,0.27,-0.11,0.45,18.600,0.32,0.11,-0.40,18.600,0.32,-0.13,-0.36,18.600,0.30,-0.12,-0.13,18.600,0.32,0.11,-0.41,18.600,0.27,-0.10,0.46,18.600,0.27,-0.11,0.49,18.600,0.29,0.14,0.12,18.600,0.27,0.08,0.53,18.600,0.29,-0.15,0.20,18.600,0.28,0.12,0.27,18.600,0.31,-0.14,-0.17,18.600,0.28,-0.13,0.32
18.640,0.30,-0.13,-0.12,18.640,0.33,-0.05,-0.65,18.640,0.28,0.12,0.30,18.640,0.28,-0.14,0.35,18.640,0.33,-0.07,-0.61,18.640,0.28,0.09,0.41,18.640,0.26,0.00,0.67,18.640,0.27,-0.09,0.54,18.640,0.32,0.10,-0.48,18.640,0.31,-0.14,-0.25,18.640,0.30,-0.12,-0.04,18.640,0.32,0.09,-0.48,18.640,0.27,-0.08,0.53,18.640,0.27,-0.09,0.57,18.640,0.30,0.14,0.01,18.640,0.27,0.10,0.46,18.640,0.28,-0.14,0.32,18.640,0.29,0.13,0.18,18.640,0.30,-0.14,-0.06,18.640,0.28,-0.12,0.42
18.680,0.30,-0.13,-0.02,18.680,0.33,-0.08,-0.60,18.680,0.29,0.13,0.19,18.680,0.27,-0.12,0.45,18.680,0.33,-0.09,-0.55,18.680,0.28,0.11,0.33,18.680,0.26,0.03,0.66,18.680,0.27,-0.07,0.61,18.680,0.33,0.08,-0.55,18.680,0.30,-0.15,-0.13,18.680,0.29,-0.12,0.07,18.680,0.32,0.07,-0.53,18.680,0.27,-0.05,0.57,18.680,0.27,-0.07,0.62,18.680,0.30,0.14,-0.10,18.680,0.28,0.11,0.37,18.680,0.28,-0.13,0.43,18.680,0.29,0.13,0.07,18.680,0.29,-0.14,0.05,18.680,0.27,-0.10,0.50
18.720,0.29,-0.13,0.08,18.720,0.32,-0.10,-0.52,18.720,0.29,0.13,0.08,18.720,0.27,-0.10,0.53,18.720,0.32,-0.11,-0.47,18.720,0.28,0.12,0.24,18.720,0.26,0.06,0.63,18.720,0.26,-0.04,0.64,18.720,0.33,0.05,-0.60,18.720,0.30,-0.15,0.00,18.720,0.29,-0.12,0.16,18.720,0.33,0.04,-0.57,18.720,0.27,-0.03,0.59,18.720,0.26,-0.04,0.66,18.720,0.31,0.14,-0.20,18.720,0.28,0.13,0.27,18.720,0.27,-0.11,0.53,18.720,0.30,0.13,-0.05,18.720,0.29,-0.14,0.17,18.720,0.27,-0.08,0.57
18.760,0.29,-0.12,0.18,18.760,0.32,-0.12,-0.43,18.760,0.30,0.13,-0.02,18.760,0.27,-0.08,0.60,18.760,0.32,-0.13,-0.37,18.760,0.29,0.13,0.14,18.760,0.27,0.08,0.58,18.760,0.26,-0.01,0.66,18.760,0.33,0.03,-0.63,18.760,0.29,-0.15,0.13,18.760,0.28,-0.11,0.25,18.760,0.33,0.02,-0.60,18.760,0.27,-0.01,0.60,18.760,0.26,-0.01,0.68,18.760,0.31,0.13,-0.31,18.760,0.29,0.14,0.16,18.760,0.27,-0.08,0.61,18.760,0.30,0.13,-0.16,18.760,0.28,-0.13,0.28,18.760,0.27,-0.05,0.63
18.800,0.28,-0.11,0.27,18.800,0.31,-0.14,-0.33,18.800,0.30,0.13,-0.12,18.800,0.26,-0.05,0.65,18.800,0.31,-0.14,-0.26,18.800,0.29,0.13,0.03,18.800,0.27,0.10,0.51,18.800,0.26,0.01,0.65,18.800,0.33,6.33E-4,-0.65,18.800,0.29,-0.14,0.23,18.800,0.28,-0.10,0.33,18.800,0.33,0.00,-0.61,18.800,0.27,0.02,0.60,18.800,0.26,0.02,0.69,18.800,0.32,0.11,-0.41,18.800,0.29,0.14,0.06,18.800,0.26,-0.06,0.66,18.800,0.31,0.12,-0.25,18.800,0.28,-0.12,0.39,18.800,0.26,-0.03,0.66
18.840,0.28,-0.10,0.35,18.840,0.31,-0.15,-0.21,18.840,0.31,0.12,-0.21,18.840,0.26,-0.02,0.68,18.840,0.31,-0.15,-0.15,18.840,0.30,0.13,-0.08,18.840,0.28,0.12,0.41,18.840,0.26,0.04,0.62,18.840,0.33,-0.03,-0.63,18.840,0.28,-0.13,0.33,18.840,0.28,-0.08,0.40,18.840,0.33,-0.03,-0.60,18.840,0.27,0.04,0.58,18.840,0.26,0.04,0.66,18.840,0.32,0.09,-0.49,18.840,0.30,0.14,-0.05,18.840,0.26,-0.03,0.69,18.840,0.31,0.11,-0.34,18.840,0.27,-0.10,0.47,18.840,0.26,2.06E-4,0.67
18.880,0.27,-0.08,0.43,18.880,0.30,-0.15,-0.10,18.880,0.31,0.11,-0.31,18.880,0.26,0.00,0.68,18.880,0.30,-0.15,-0.04,18.880,0.31,0.12,-0.18,18.880,0.28,0.14,0.30,18.880,0.27,0.06,0.59,18.880,0.33,-0.05,-0.60,18.880,0.28,-0.11,0.43,18.880,0.27,-0.06,0.45,18.880,0.33,-0.05,-0.56,18.880,0.27,0.07,0.53,18.880,0.27,0.07,0.61,18.880,0.33,0.07,-0.55,18.880,0.31,0.14,-0.16,18.880,0.26,0.00,0.71,18.880,0.32,0.09,-0.41,18.880,0.27,-0.08,0.54,18.880,0.26,0.03,0.65
18.920,0.27,-0.07,0.49,18.920,0.30,-0.16,0.03,18.920,0.32,0.10,-0.39,18.920,0.26,0.03,0.67,18.920,0.29,-0.15,0.08,18.920,0.31,0.11,-0.26,18.920,0.29,0.15,0.18,18.920,0.27,0.09,0.53,18.920,0.33,-0.07,-0.54,18.920,0.27,-0.09,0.52,18.920,0.27,-0.04,0.50,18.920,0.32,-0.07,-0.50,18.920,0.27,0.09,0.46,18.920,0.27,0.09,0.54,18.920,0.33,0.05,-0.60,18.920,0.31,0.13,-0.27,18.920,0.26,0.03,0.70,18.920,0.32,0.08,-0.48,18.920,0.27,-0.06,0.58,18.920,0.27,0.05,0.61
18.960,0.27,-0.04,0.55,18.960,0.29,-0.15,0.15,18.960,0.32,0.08,-0.46,18.960,0.26,0.06,0.63,18.960,0.29,-0.15,0.20,18.960,0.31,0.10,-0.34,18.960,0.29,0.15,0.07,18.960,0.27,0.11,0.46,18.960,0.32,-0.09,-0.47,18.960,0.27,-0.07,0.59,18.960,0.27,-0.02,0.52,18.960,0.32,-0.09,-0.43,18.960,0.28,0.10,0.38,18.960,0.27,0.11,0.46,18.960,0.33,0.02,-0.62,18.960,0.32,0.11,-0.37,18.960,0.26,0.05,0.66,18.960,0.32,0.06,-0.54,18.960,0.27,-0.03,0.61,18.960,0.27,0.08,0.56
19.000,0.27,-0.02,0.57,19.000,0.28,-0.14,0.27,19.000,0.32,0.06,-0.52,19.000,0.27,0.08,0.58,19.000,0.28,-0.13,0.31,19.000,0.32,0.09,-0.42,19.000,0.30,0.15,-0.05,19.000,0.28,0.12,0.37,19.000,0.32,-0.11,-0.40,19.000,0.27,-0.05,0.63,19.000,0.27,0.00,0.52,19.000,0.32,-0.11,-0.35,19.000,0.28,0.12,0.30,19.000,0.28,0.13,0.37,19.000,0.33,0.00,-0.63,19.000,0.32,0.10,-0.46,19.000,0.27,0.08,0.60,19.000,0.33,0.03,-0.57,19.000,0.26,-0.01,0.63,19.000,0.27,0.10,0.49
19.040,0.27,0.00,0.57,19.040,0.28,-0.13,0.38,19.040,0.33,0.04,-0.57,19.040,0.27,0.10,0.50,19.040,0.28,-0.12,0.42,19.040,0.32,0.07,-0.48,19.040,0.31,0.15,-0.17,19.040,0.28,0.14,0.26,19.040,0.31,-0.13,-0.31,19.040,0.26,-0.02,0.65,19.040,0.27,0.02,0.51,19.040,0.31,-0.12,-0.27,19.040,0.29,0.13,0.20,19.040,0.28,0.14,0.26,19.040,0.33,-0.03,-0.62,19.040,0.32,0.08,-0.52,19.040,0.27,0.10,0.51,19.040,0.33,0.01,-0.59,19.040,0.27,0.02,0.63,19.040,0.28,0.12,0.41
19.080,0.27,0.02,0.56,19.080,0.27,-0.11,0.48,19.080,0.33,0.02,-0.59,19.080,0.28,0.12,0.40,19.080,0.27,-0.10,0.51,19.080,0.32,0.05,-0.53,19.080,0.31,0.14,-0.29,19.080,0.29,0.14,0.15,19.080,0.31,-0.14,-0.20,19.080,0.26,0.01,0.66,19.080,0.27,0.04,0.50,19.080,0.31,-0.13,-0.16,19.080,0.29,0.13,0.10,19.080,0.29,0.15,0.14,19.080,0.33,-0.05,-0.59,19.080,0.33,0.06,-0.56,19.080,0.27,0.12,0.43,19.080,0.33,-0.01,-0.58,19.080,0.27,0.04,0.60,19.080,0.28,0.13,0.31
19.120,0.27,0.05,0.53,19.120,0.27,-0.09,0.55,19.120,0.33,-0.01,-0.59,19.120,0.28,0.14,0.29,19.120,0.27,-0.08,0.58,19.120,0.33,0.03,-0.56,19.120,0.32,0.12,-0.39,19.120,0.29,0.15,0.02,19.120,0.30,-0.14,-0.08,19.120,0.26,0.03,0.65,19.120,0.27,0.06,0.46,19.120,0.30,-0.14,-0.06,19.120,0.30,0.14,-0.01,19.120,0.30,0.15,0.01,19.120,0.32,-0.07,-0.54,19.120,0.33,0.03,-0.60,19.120,0.28,0.14,0.34,19.120,0.33,-0.04,-0.55,19.120,0.27,0.07,0.56,19.120,0.29,0.14,0.20
19.160,0.27,0.07,0.48,19.160,0.27,-0.07,0.61,19.160,0.33,-0.03,-0.57,19.160,0.29,0.15,0.17,19.160,0.27,-0.05,0.64,19.160,0.33,0.00,-0.57,19.160,0.32,0.11,-0.48,19.160,0.30,0.15,-0.10,19.160,0.30,-0.14,0.04,19.160,0.27,0.06,0.60,19.160,0.28,0.08,0.41,19.160,0.29,-0.14,0.05,19.160,0.30,0.13,-0.12,19.160,0.30,0.15,-0.12,19.160,0.32,-0.09,-0.48,19.160,0.33,0.01,-0.62,19.160,0.29,0.15,0.23,19.160,0.32,-0.06,-0.52,19.160,0.27,0.09,0.49,19.160,0.29,0.15,0.09
19.200,0.28,0.09,0.42,19.200,0.26,-0.04,0.65,19.200,0.32,-0.05,-0.53,19.200,0.29,0.15,0.06,19.200,0.26,-0.03,0.66,19.200,0.33,-0.02,-0.57,19.200,0.33,0.09,-0.55,19.200,0.31,0.14,-0.20,19.200,0.29,-0.14,0.15,19.200,0.27,0.08,0.54,19.200,0.28,0.09,0.33,19.200,0.29,-0.13,0.16,19.200,0.31,0.13,-0.23,19.200,0.31,0.14,-0.23,19.200,0.32,-0.11,-0.39,19.200,0.33,-0.02,-0.61,19.200,0.29,0.16,0.10,19.200,0.32,-0.08,-0.46,19.200,0.28,0.11,0.41,19.200,0.30,0.15,-0.04
19.240,0.28,0.10,0.34,19.240,0.26,-0.01,0.68,19.240,0.32,-0.07,-0.47,19.240,0.30,0.15,-0.05,19.240,0.26,2.07E-4,0.67,19.240,0.32,-0.04,-0.54,19.240,0.33,0.06,-0.62,19.240,0.31,0.13,-0.30,19.240,0.28,-0.13,0.25,19.240,0.27,0.10,0.46,19.240,0.28,0.10,0.25,19.240,0.28,-0.12,0.26,19.240,0.31,0.11,-0.32,19.240,0.31,0.13,-0.34,19.240,0.31,-0.13,-0.29,19.240,0.33,-0.04,-0.59,19.240,0.30,0.16,-0.04,19.240,0.32,-0.10,-0.39,19.240,0.28,0.12,0.32,19.240,0.30,0.14,-0.16
19.280,0.28,0.11,0.25,19.280,0.26,0.01,0.68,19.280,0.32,-0.09,-0.41,19.280,0.31,0.15,-0.17,19.280,0.26,0.03,0.65,19.280,0.32,-0.06,-0.49,19.280,0.33,0.04,-0.66,19.280,0.32,0.12,-0.39,19.280,0.28,-0.12,0.35,19.280,0.28,0.12,0.37,19.280,0.29,0.11,0.16,19.280,0.28,-0.11,0.34,19.280,0.32,0.10,-0.40,19.280,0.32,0.12,-0.43,19.280,0.31,-0.14,-0.18,19.280,0.32,-0.07,-0.55,19.280,0.30,0.15,-0.16,19.280,0.31,-0.11,-0.31,19.280,0.29,0.13,0.22,19.280,0.31,0.13,-0.27
19.320,0.29,0.12,0.16,19.320,0.26,0.04,0.65,19.320,0.31,-0.11,-0.33,19.320,0.31,0.14,-0.29,19.320,0.27,0.05,0.62,19.320,0.32,-0.08,-0.44,19.320,0.33,0.01,-0.67,19.320,0.32,0.10,-0.48,19.320,0.27,-0.10,0.44,19.320,0.28,0.13,0.27,19.320,0.29,0.12,0.06,19.320,0.28,-0.09,0.42,19.320,0.32,0.08,-0.47,19.320,0.32,0.10,-0.51,19.320,0.30,-0.14,-0.07,19.320,0.32,-0.09,-0.49,19.320,0.31,0.14,-0.27,19.320,0.31,-0.12,-0.22,19.320,0.29,0.14,0.10,19.320,0.32,0.12,-0.36
19.360,0.29,0.13,0.07,19.360,0.27,0.07,0.61,19.360,0.31,-0.12,-0.24,19.360,0.32,0.12,-0.40,19.360,0.27,0.08,0.57,19.360,0.32,-0.10,-0.37,19.360,0.33,-0.02,-0.66,19.360,0.33,0.08,-0.56,19.360,0.27,-0.08,0.52,19.360,0.29,0.14,0.16,19.360,0.30,0.12,-0.03,19.360,0.27,-0.08,0.50,19.360,0.32,0.06,-0.52,19.360,0.33,0.08,-0.58,19.360,0.30,-0.14,0.04,19.360,0.32,-0.11,-0.41,19.360,0.32,0.13,-0.38,19.360,0.30,-0.13,-0.11,19.360,0.30,0.14,-0.02,19.360,0.32,0.11,-0.45
19.400,0.30,0.13,-0.03,19.400,0.27,0.09,0.55,19.400,0.30,-0.13,-0.14,19.400,0.32,0.11,-0.48,19.400,0.27,0.10,0.50,19.400,0.31,-0.11,-0.29,19.400,0.33,-0.04,-0.63,19.400,0.33,0.05,-0.61,19.400,0.27,-0.06,0.57,19.400,0.29,0.15,0.05,19.400,0.30,0.11,-0.11,19.400,0.27,-0.05,0.57,19.400,0.33,0.04,-0.56,19.400,0.33,0.05,-0.64,19.400,0.29,-0.14,0.15,19.400,0.31,-0.12,-0.31,19.400,0.32,0.11,-0.48,19.400,0.30,-0.13,7.50E-4,19.400,0.30,0.14,-0.13,19.400,0.32,0.09,-0.53
19.440,0.30,0.12,-0.14,19.440,0.27,0.11,0.47,19.440,0.30,-0.13,-0.04,19.440,0.33,0.08,-0.55,19.440,0.28,0.12,0.41,19.440,0.31,-0.12,-0.19,19.440,0.33,-0.07,-0.59,19.440,0.33,0.03,-0.64,19.440,0.27,-0.04,0.61,19.440,0.30,0.15,-0.06,19.440,0.31,0.11,-0.20,19.440,0.27,-0.03,0.60,19.440,0.33,0.02,-0.58,19.440,0.33,0.02,-0.67,19.440,0.28,-0.13,0.26,19.440,0.31,-0.13,-0.21,19.440,0.33,0.09,-0.55,19.440,0.29,-0.13,0.11,19.440,0.31,0.13,-0.22,19.440,0.33,0.06,-0.60
19.480,0.31,0.12,-0.23,19.480,0.28,0.13,0.37,19.480,0.29,-0.13,0.07,19.480,0.33,0.06,-0.60,19.480,0.28,0.13,0.31,19.480,0.30,-0.13,-0.08,19.480,0.32,-0.09,-0.52,19.480,0.33,5.98E-4,-0.63,19.480,0.27,-0.01,0.63,19.480,0.31,0.14,-0.18,19.480,0.31,0.10,-0.28,19.480,0.27,-0.01,0.60,19.480,0.33,-0.01,-0.58,19.480,0.33,0.00,-0.68,19.480,0.28,-0.12,0.35,19.480,0.30,-0.14,-0.11,19.480,0.33,0.07,-0.61,19.480,0.29,-0.12,0.19,19.480,0.31,0.12,-0.32,19.480,0.33,0.04,-0.63
19.520,0.31,0.10,-0.32,19.520,0.28,0.14,0.26,19.520,0.29,-0.13,0.17,19.520,0.33,0.04,-0.65,19.520,0.29,0.14,0.20,19.520,0.30,-0.13,0.02,19.520,0.32,-0.11,-0.44,19.520,0.33,-0.02,-0.62,19.520,0.27,0.01,0.63,19.520,0.31,0.13,-0.29,19.520,0.31,0.09,-0.36,19.520,0.27,0.02,0.58,19.520,0.33,-0.03,-0.57,19.520,0.33,-0.03,-0.66,19.520,0.27,-0.10,0.44,19.520,0.30,-0.14,-0.01,19.520,0.33,0.04,-0.67,19.520,0.28,-0.11,0.27,19.520,0.32,0.11,-0.42,19.520,0.33,0.01,-0.64
